Name,Description,Requirements,Reward,Type,Sub_Type,Heist,Difficulty,Status,Completion Date,Source
PAYDAY: The Heist,Complete all Classic contracts on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Reminds Me of Myself Back in the Day!,Complete all Classic contracts on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Locke and Load
Glory Days,Complete all Classic contracts on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Locke and Load
145+ Down,Complete all Classic contracts on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Locke and Load
"Ink, Paper, Roll Out the Dough","Complete the Counterfeit job on the Normal difficulty or above. Unlocks the ""Repairman"" outfit.",Complete the Counterfeit job on the Normal difficulty or above.,Yes,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Hidden in Plain Sight,Complete the Counterfeit job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
False Economy,Complete the Counterfeit job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
DIY Payment,Complete the Counterfeit job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
I Would Like to Speak to the Manager,Complete the First World Bank job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
A Sense of Déjà Vu,Complete the First World Bank job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
First Robbed Bank,Complete the First World Bank job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Listen Up! This Is a Robbery!,Complete the First World Bank job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Taking the High Road,"Complete the Green Bridge job on the Normal difficulty or above. Unlocks the ""Raincoat"" outfit.",Complete the Green Bridge job on the Normal difficulty or above.,Yes,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Breaking the Four-Piece Suit,Complete the Green Bridge job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Rabbit Ride,Complete the Green Bridge job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
A Bridge Too Far!,Complete the Green Bridge job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
The Heat's Around the Corner,Complete the Heat Street job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Hard Street,Complete the Heat Street job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Washington City Marathon,Complete the Heat Street job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Ghetto Bonfire,Complete the Heat Street job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Some Kind of Piggy Bank,"Complete the Slaughterhouse job on the Normal difficulty or above. Unlocks the ""Legacy Tactical"" outfit.",Complete the Slaughterhouse job on the Normal difficulty or above.,Yes,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Makin' Bacon,Complete the Slaughterhouse job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Black and Blue and Broken Bones,Complete the Slaughterhouse job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
"Puts the ""S"" in Laughterhouse.",Complete the Slaughterhouse job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Big Fish,Complete the Undercover job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
MercyKill,Complete the Undercover job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Starbreezer,Complete the Undercover job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
ZYGON,Complete the Undercover job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
At Your Service,Complete all of The Continental's contracts on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
I'd Like a Dinner Reservation for Twelve,Complete all of The Continental's contracts on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Bourbon Perhaps?,Complete all of The Continental's contracts on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Do I Look Civilized to You?,Complete all of The Continental's contracts on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Noise Complaint,Complete all of The Continental's contracts on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Locke and Load
Baba Yaga,Complete all of The Continental's contracts on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Locke and Load
Nobody is That Good...,Complete all of The Continental's contracts on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Locke and Load
Babysitters with Assault Rifles,Complete the Brooklyn 10-10 job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Eye in the Sky,Complete the Brooklyn 10-10 job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Someone to Watch Over,Complete the Brooklyn 10-10 job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Guardian Angels,Complete the Brooklyn 10-10 job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Guppy,Complete The Yacht Heist on the Normal difficulty or above.,Complete the Yacht Heist job on the Normal difficulty or above.,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Salmon,Complete The Yacht Heist on the Hard difficulty or above.,Complete the Yacht Heist job on the Hard difficulty or above.,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Stingray,Complete The Yacht Heist on the Very Hard difficulty or above.,Complete the Yacht Heist job on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Piranha,Complete The Yacht Heist on the OVERKILL difficulty or above.,Complete the Yacht Heist job on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
I Know Who You Are,Complete all of Dentist's contracts on the Normal difficulty or above.,Complete all of Dentists contracts on the Normal difficulty or above.,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
I Need My PAYDAY 2,Complete all of Dentist's contracts on the Hard difficulty or above.,Complete all of Dentists contracts on the Hard difficulty or above.,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
A Tooth for a Tooth,Complete all of Dentist's contracts on the Very Hard difficulty or above.,Complete all of Dentists contracts on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Flawless,Complete all of Dentist's contracts on the OVERKILL difficulty or above.,Complete all of Dentists contracts on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Doctor of Crime,Complete all of Dentist's contracts on the Mayhem difficulty or above.,Complete all of Dentists contracts on the Mayhem difficulty or above.,,Achievement,Completion,,Mayhem,Incomplete,,Locke and Load
Out of the Jaws of Death,Complete all of Dentist's contracts on the Death Wish difficulty or above.,Complete all of Dentists contracts on the Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,Locke and Load
Jaw Dropping,Complete all of Dentist's contracts on the Death Sentence difficulty with the One Down mechanic activated.,Complete all of Dentists contracts on the Death Sentence difficulty with the One Down mechanic activated.,,Achievement,Completion,,DSOD,Incomplete,,Locke and Load
Sparkle Sparkle,Complete The Diamond job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Watch Your Steps,Complete The Diamond job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Not Just Any Diamond,Complete The Diamond job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
The Cursed Stone,Complete The Diamond job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
All-In!,Complete the Golden Grin Casino job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Royal Flush,Complete the Golden Grin Casino job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Dead Man's Hand,Complete the Golden Grin Casino job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
JACKPOT!,Complete the Golden Grin Casino job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
*Click*,Complete the Hotline Miami job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Prankcall,Complete the Hotline Miami job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Running in the 80's,Complete the Hotline Miami job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
1-800-KOMISSAR,Complete the Hotline Miami job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Hoxworth Redemption,Complete the Hoxton Breakout job on the Hard difficulty or above.,Complete the Hoxton Breakout heist on the Hard difficulty or above.,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Did Ya Miss Me?,Complete the Hoxton Breakout job on the Very Hard difficulty or above.,Complete the Hoxton Breakout heist on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Bring the Crew Together,Complete the Hoxton Breakout job on the OVERKILL difficulty or above.,Complete the Hoxton Breakout heist on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Snitches Get Stitches,Complete the Hoxton Revenge job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Breaking and Entering,Complete the Hoxton Revenge job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Serve Cold,Complete the Hoxton Revenge job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
CLASSIFIED,Complete the Hoxton Revenge job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Thanks for Your Contribution,Complete all of the Elephant's contracts on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Politics Is Serious Business,Complete all of the Elephant's contracts on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Fraudulent Elections,Complete all of the Elephant's contracts on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Friends in High Places,Complete all of the Elephant's contracts on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Throw Some Oil on the Fire,Complete the Big Oil job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Basic Capitalism,Complete the Big Oil job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Diesel is My Juice,Complete the Big Oil job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Black Gold,Complete the Big Oil job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Crime Don't Rust,Complete The Biker Heist on the Normal difficulty or above.,Complete the Biker Heist job on the Normal difficulty or above.,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
"Heist to Live, Live to Heist",Complete The Biker Heist on the Hard difficulty or above.,Complete the Biker Heist job on the Hard difficulty or above.,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Sons of Robbery,Complete The Biker Heist on the Very Hard difficulty or above.,Complete the Biker Heist job on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Riding With Style,Complete The Biker Heist on the OVERKILL difficulty or above.,Complete the Biker Heist job on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Don't Forget to Vote!,Complete the Election Day job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Your Vote Matters!,Complete the Election Day job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
The Most Honest Political Move,Complete the Election Day job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Democracy in Action,Complete the Election Day job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
